name,align,eye,hair,sex,year
Gretl Anders,Neutral Characters,Blue Eyes,Red Hair,Female Characters,1984
Isabel St. Ives,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,1984
Max Hammer,Bad Characters,Blue Eyes,White Hair,Male Characters,1984
Raymonde Belmonde,Good Characters,Brown Eyes,Brown Hair,Male Characters,1984
White Light,Bad Characters,White Eyes,Black Hair,Male Characters,1984
Zachary Drebb,Bad Characters,Brown Eyes,Brown Hair,Male Characters,1984
Bernard Finn,Good Characters,Black Eyes,Grey Hair,Male Characters,1985
Dyvyne,Bad Characters,Yellow Eyes,No Hair,Male Characters,1985
Honcho,Bad Characters,Brown Eyes,White Hair,Male Characters,1985
Bhadsha,Neutral Characters,Yellow Eyes,No Hair,Male Characters,1986
Hadj,Neutral Characters,Yellow Eyes,No Hair,Female Characters,1986
Lois,Bad Characters,Blue Eyes,Red Hair,Female Characters,1986
Marandi Sjorokker,Good Characters,Blue Eyes,Blond Hair,Female Characters,1986
Bahkt,Bad Characters,Red Eyes,Black Hair,Male Characters,1987
Ammo,Bad Characters,Brown Eyes,Black Hair,Male Characters,1988
Peter,Good Characters,Black Eyes,Black Hair,Male Characters,1988
Agrom,Good Characters,White Eyes,Black Hair,Male Characters,1989
Dafydd ap Iowerth,Good Characters,Blue Eyes,Black Hair,Male Characters,1989
Vlon,Good Characters,White Eyes,Black Hair,Male Characters,1989
Wilghe,Good Characters,Black Eyes,Grey Hair,Female Characters,1989
Black Light,Bad Characters,White Eyes,White Hair,Male Characters,1990
Ditmal Pirvat,Neutral Characters,Brown Eyes,Black Hair,Male Characters,1990
Fred Bouting,Bad Characters,Brown Eyes,Black Hair,Male Characters,1990
Hump,Bad Characters,White Eyes,Green Hair,Male Characters,1990
White Noise,Bad Characters,White Eyes,White Hair,Female Characters,1990
Aleksey Lebedev,Good Characters,Blue Eyes,Brown Hair,Male Characters,1991
Axl Nacht,Bad Characters,Blue Eyes,Blond Hair,Male Characters,1991
Daemian Wainscroft,Neutral Characters,Blue Eyes,White Hair,Male Characters,1991
Derrick Wainscroft,Bad Characters,Brown Eyes,Blond Hair,Male Characters,1991
Fath,Neutral Characters,Blue Eyes,No Hair,Male Characters,1991
Jartran Radd,Good Characters,Grey Eyes,Bald,Male Characters,1991
Jim Sharp,Bad Characters,Green Eyes,Black Hair,Male Characters,1991
Laura Lipton,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,1991
Michael Shauneghann,Good Characters,Brown Eyes,Black Hair,Male Characters,1991
Zahnmorder,Bad Characters,Brown Eyes,Bald,Male Characters,1991
Beelzeboul,Bad Characters,Yellow Eyes,Black Hair,Male Characters,1992
George Blair,Bad Characters,Purple Eyes,Purple Hair,Male Characters,1992
Hardball,Neutral Characters,Black Eyes,No Hair,Male Characters,1992
Katherine Petrezyn,Bad Characters,White Eyes,Black Hair,Female Characters,1992
Kevin Leonardo,Bad Characters,Yellow Eyes,No Hair,Male Characters,1992
Lawrence Paxton,Bad Characters,Green Eyes,Red Hair,Male Characters,1992
Marilyn Maycroft,Bad Characters,Blue Eyes,Brown Hair,Female Characters,1992
Miyami,Bad Characters,Brown Eyes,Black Hair,Female Characters,1992
Sadae Tsumura,Bad Characters,Blue Eyes,Pink Hair,Female Characters,1992
Samantha Bryant,Good Characters,Green Eyes,Red Hair,Female Characters,1992
Stephen Strange,Bad Characters,Grey Eyes,Black Hair,Male Characters,1992
Thommanom,Bad Characters,Red Eyes,No Hair,Male Characters,1992
Amie Zamborano,Bad Characters,Brown Eyes,Black Hair,Female Characters,1993
Automaton,Bad Characters,Blue Eyes,No Hair,Male Characters,1993
Banzai,Bad Characters,Brown Eyes,Black Hair,Male Characters,1993
Christina Valentino,Good Characters,Blue Eyes,Red Hair,Female Characters,1993
Emma Malone,Good Characters,Blue Eyes,White Hair,Female Characters,1993
Frank Bigelow,Neutral Characters,Blue Eyes,Black Hair,Male Characters,1993
Goodfellow,Good Characters,Black Eyes,Green Hair,Male Characters,1993
Hrinmeer,Bad Characters,Blue Eyes,Blond Hair,Male Characters,1993
Keith Chandler,Neutral Characters,Green Eyes,Red Hair,Male Characters,1993
Lars Dinkelbach,Good Characters,Brown Eyes,Blond Hair,Male Characters,1993
Ray Chandler,Neutral Characters,Green Eyes,Red Hair,Male Characters,1993
Roxelana,Good Characters,Blue Eyes,Red Hair,Female Characters,1993
Samuel Wantling,Good Characters,Brown Eyes,Black Hair,Male Characters,1993
Zebadiah Creed,Bad Characters,Amber Eyes,Brown Hair,Male Characters,1993
Aaron Thorne,Bad Characters,Blue Eyes,Brown Hair,Male Characters,1994
Aloba Dastoor,Neutral Characters,Brown Eyes,Black Hair,Male Characters,1994
Gravemoss,Bad Characters,Red Eyes,Grey Hair,Male Characters,1994
Harvest,Bad Characters,Red Eyes,Bald,Male Characters,1994
Pandara,Bad Characters,Blue Eyes,Red Hair,Female Characters,1994
Prime Skrull,Good Characters,Green Eyes,Green Hair,Male Characters,1994
Slaughter Boy,Bad Characters,Red Eyes,Black Hair,Male Characters,1994
Barbara DeGioia,Good Characters,Brown Eyes,Black Hair,Female Characters,1995
Cindy Knutz,Good Characters,Blue Eyes,Auburn Hair,Female Characters,1995
Denise Havens,Good Characters,Brown Eyes,Black Hair,Female Characters,1995
Edward Wong,Good Characters,Brown Eyes,Black Hair,Male Characters,1995
Fiona Rivera,Good Characters,Blue Eyes,Brown Hair,Female Characters,1995
Alan Wilson,Bad Characters,White Eyes,Black Hair,Male Characters,1996
Astrid Mordo,Bad Characters,Brown Eyes,Black Hair,Female Characters,1996
Eglantina Punnett,Good Characters,Blue Eyes,Blond Hair,Female Characters,1996
Jack Holyoak,Good Characters,Blue Eyes,Black Hair,Male Characters,1996
Joust,Neutral Characters,Brown Eyes,Blond Hair,Male Characters,1996
Juanito Candido,Good Characters,Brown Eyes,Brown Hair,Male Characters,1996
Kyle Barker,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,1996
Melissa Maro,Good Characters,Blue Eyes,Black Hair,Female Characters,1996
Quentin Templeton,Bad Characters,Blue Eyes,Blond Hair,Male Characters,1996
Ralph Brickman,Neutral Characters,Blue Eyes,Black Hair,Male Characters,1996
Ripper,Bad Characters,Silver Eyes,White Hair,Female Characters,1996
Vincente Cimetta,Bad Characters,Yellow Eyes,Bald,Male Characters,1996
Alfonso Lopez,Bad Characters,Blue Eyes,Black Hair,Male Characters,1997
Barak,Bad Characters,White Eyes,Black Hair,Male Characters,1997
Buel,Bad Characters,Red Eyes,Black Hair,Male Characters,1997
Coordinator Proctor,Bad Characters,Brown Eyes,Brown Hair,Male Characters,1997
David Lowell,Neutral Characters,Green Eyes,Blond Hair,Male Characters,1997
Kuragari,Bad Characters,Yellow Eyes,Black Hair,Male Characters,1997
Wyatt Wingfoot,Good Characters,Brown Eyes,Black Hair,Male Characters,1997
Nanya,Good Characters,Blue Eyes,Blond Hair,Female Characters,1998
Nikolas,Bad Characters,Black Eyes,Black Hair,Male Characters,1998
Pandemonia,Bad Characters,White Eyes,White Hair,Female Characters,1998
Pele,Good Characters,Brown Eyes,Black Hair,Female Characters,1998
Chantal Stone,Neutral Characters,Brown Eyes,Black Hair,Female Characters,1999
Anais,Bad Characters,Black Eyes,Black Hair,Female Characters,2000
Fred MacRae,Good Characters,Blue Eyes,Brown Hair,Male Characters,2000
Helen Burnside,Bad Characters,Brown Eyes,Brown Hair,Female Characters,2000
Iron Man,Neutral Characters,White Eyes,No Hair,Agender Characters,2000
Johnston Coffin,Bad Characters,Red Eyes,Grey Hair,Male Characters,2000
Mercy LeBeau,Good Characters,Blue Eyes,Blond Hair,Female Characters,2000
Nocturne,Bad Characters,Red Eyes,No Hair,Male Characters,2000
Blok,Bad Characters,Brown Eyes,Black Hair,Male Characters,2001
Carl King,Bad Characters,Blue Eyes,Reddish Blond Hair,Male Characters,2001
Chet Madden,Bad Characters,Brown Eyes,Brown Hair,Male Characters,2001
Diego Sandoval,Neutral Characters,Black Eyes,Brown Hair,Male Characters,2001
Godstorm,Bad Characters,Red Eyes,No Hair,Male Characters,2001
Gracie Smith,Neutral Characters,Brown Eyes,Purple Hair,Female Characters,2001
Inza,Bad Characters,Brown Eyes,Brown Hair,Female Characters,2001
Jean-Pierre Beaubier,Bad Characters,Blue Eyes,Blond Hair,Male Characters,2001
John Howlett Sr.,Good Characters,Blue Eyes,Black Hair,Male Characters,2001
Pierre Truffaut,Good Characters,Yellow Eyes,Black Hair,Male Characters,2001
Saint Anna,Good Characters,Green Eyes,Black Hair,Female Characters,2001
Walker,Bad Characters,Green Eyes,Black Hair,Male Characters,2001
Aaliyah Hardin,Good Characters,Black Eyes,Black Hair,Female Characters,2002
Albino,Good Characters,Brown Eyes,Brown Hair,Male Characters,2002
Amber,Neutral Characters,Red Eyes,No Hair,Female Characters,2002
Gigi Martin,Neutral Characters,Brown Eyes,Auburn Hair,Female Characters,2002
Helmut Zemo,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,2002
Liam Connaughton,Neutral Characters,Blue Eyes,Red Hair,Male Characters,2002
Louis Magee,Good Characters,Black Eyes,Black Hair,Male Characters,2002
Milton Peterson,Good Characters,Red Eyes,No Hair,Male Characters,2002
Monstra,Neutral Characters,Green Eyes,Green Hair,Female Characters,2002
Mother,Neutral Characters,White Eyes,White Hair,Female Characters,2002
Nedrocci Tannengarden,Bad Characters,Brown Eyes,Black Hair,Male Characters,2002
Neutrino Annihilator,Neutral Characters,Yellow Eyes,Silver Hair,Male Characters,2002
Ocean,Good Characters,Green Eyes,Green Hair,Female Characters,2002
Thrasher,Good Characters,Blue Eyes,Blond Hair,Male Characters,2002
Walter,Good Characters,Blue Eyes,Blond Hair,Male Characters,2002
Agent Walsh,Neutral Characters,Brown Eyes,Black Hair,Male Characters,2003
Catastrophe Jen,Bad Characters,Brown Eyes,Brown Hair,Female Characters,2003
Hana,Good Characters,Blue Eyes,Blond Hair,Female Characters,2003
Kim Alleyne,Good Characters,Brown Eyes,Brown Hair,Female Characters,2003
Lucas Evans,Good Characters,Blue Eyes,Bald,Male Characters,2003
Maurice Canfield,Good Characters,Brown Eyes,Bald,Male Characters,2003
Phillip Merritt,Bad Characters,Blue Eyes,Bald,Male Characters,2003
Sheila Donner,Bad Characters,Green Eyes,Black Hair,Female Characters,2003
Tyler Nixon,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,2003
Walker Price,Good Characters,Blue Eyes,Grey Hair,Male Characters,2003
Walter Barrett,Neutral Characters,Blue Eyes,Black Hair,Male Characters,2003
Adrian Defoe,Good Characters,Blue Eyes,No Hair,Male Characters,2004
Alphonse,Bad Characters,Yellow Eyes,No Hair,Male Characters,2004
Cole Wittman,Neutral Characters,Violet Eyes,Black Hair,Female Characters,2004
Deborah Bertrand,Bad Characters,Blue Eyes,Brown Hair,Female Characters,2004
Patch,Bad Characters,One Eye,Bald,Male Characters,2004
Priscilla,Good Characters,Brown Eyes,Blond Hair,Female Characters,2004
Raymond Sr.,Good Characters,Brown Eyes,Black Hair,Male Characters,2004
Salamandra,Bad Characters,Brown Eyes,Black Hair,Female Characters,2004
Sheila DeSoto,Bad Characters,Brown Eyes,Black Hair,Female Characters,2004
Stripmine,Bad Characters,Green Eyes,Black Hair,Male Characters,2004
Tildie Soames,Neutral Characters,Green Eyes,Orange Hair,Female Characters,2004
Bloodtide,Bad Characters,White Eyes,White Hair,Female Characters,2005
Broadband,Good Characters,Brown Eyes,Green Hair,Male Characters,2005
Bugman,Good Characters,Blue Eyes,Black Hair,Male Characters,2005
Daap,Neutral Characters,Red Eyes,No Hair,Male Characters,2005
Daniel,Good Characters,White Eyes,Brown Hair,Male Characters,2005
Doctor Castillo,Good Characters,Brown Eyes,Blond Hair,Female Characters,2005
Ivan,Neutral Characters,White Eyes,Blond Hair,Male Characters,2005
Kaidan,Bad Characters,Black Eyes,No Hair,Male Characters,2005
Kingmaker,Bad Characters,Brown Eyes,Black Hair,Male Characters,2005
Lazaro Kotikash,Good Characters,Brown Eyes,Brown Hair,Male Characters,2005
Oya,Good Characters,Brown Eyes,White Hair,Female Characters,2005
Suspiria,Good Characters,Brown Eyes,Black Hair,Female Characters,2005
Vasily Karpov,Neutral Characters,Brown Eyes,Bald,Male Characters,2005
Vladimir Rasputin,Bad Characters,Blue Eyes,Black Hair,Male Characters,2005
Adam,Bad Characters,Brown Eyes,Grey Hair,Male Characters,2006
Alix Buchanan,Good Characters,Brown Eyes,Black Hair,Female Characters,2006
Cauldron,Bad Characters,Green Eyes,No Hair,Male Characters,2006
Eric Marshall,Neutral Characters,Brown Eyes,Black Hair,Male Characters,2006
Frederick Slade,Neutral Characters,Green Eyes,Pink Hair,Male Characters,2006
Hamilton Slade,Bad Characters,Red Eyes,Red Hair,Male Characters,2006
Harriet Munroe,Good Characters,Brown Eyes,Grey Hair,Female Characters,2006
Adjudicator,Neutral Characters,Black Eyes,Black Hair,Male Characters,2007
Anau00efs,Good Characters,Yellow Eyes,Black Hair,Female Characters,2007
Avery Allen,Good Characters,Brown Eyes,Brown Hair,Female Characters,2007
Benjamin Grimm,Good Characters,Blue Eyes,No Hair,Male Characters,2007
Bluestreak,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,2007
Ddraig Goch,Good Characters,Red Eyes,No Hair,Male Characters,2007
Desmond Alexander,Bad Characters,Brown Eyes,Brown Hair,Male Characters,2007
Eddie Gunnam,Neutral Characters,Brown Eyes,Red Hair,Male Characters,2007
Elijah Cross,Bad Characters,Brown Eyes,Brown Hair,Male Characters,2007
Forget-Me-Not,Bad Characters,Purple Eyes,Purple Hair,Female Characters,2007
James Howlett,Good Characters,Blue Eyes,Black Hair,Male Characters,2007
Julien Howe,Bad Characters,Brown Eyes,Black Hair,Male Characters,2007
Kid Twist,Bad Characters,Brown Eyes,Black Hair,Male Characters,2007
Ko-rel,Good Characters,Blue Eyes,White Hair,Female Characters,2007
Mirage,Neutral Characters,Green Eyes,Blond Hair,Female Characters,2007
Prima Donna,Good Characters,Brown Eyes,Black Hair,Female Characters,2007
Professor Cartwright,Bad Characters,Brown Eyes,White Hair,Male Characters,2007
Reed Richards,Good Characters,Blue Eyes,Brown Hair,Male Characters,2007
Susan Storm,Good Characters,Blue Eyes,Blond Hair,Female Characters,2007
Tank,Bad Characters,Blue Eyes,Black Hair,Male Characters,2007
Thor Odinson,Good Characters,Blue Eyes,Blond Hair,Male Characters,2007
Violet Lightner,Good Characters,Green Eyes,Purple Hair,Female Characters,2007
Wendell Volker,Bad Characters,Brown Eyes,Black Hair,Male Characters,2007
Barbara Morse,Bad Characters,Green Eyes,Blond Hair,Female Characters,2008
Daniel Sylva,Good Characters,Brown Eyes,Brown Hair,Male Characters,2008
Edie Eisenhardt,Good Characters,Blue Eyes,Auburn Hair,Female Characters,2008
Farida Hussain,Good Characters,Brown Eyes,Black Hair,Female Characters,2008
Furi Wamu,Good Characters,Blue Eyes,Brown Hair,Female Characters,2008
Hector Muu00f1oz,Good Characters,Brown Eyes,Brown Hair,Male Characters,2008
Marys Iosama,Good Characters,Brown Eyes,Brown Hair,Female Characters,2008
Revolutionary,Bad Characters,Green Eyes,No Hair,Male Characters,2008
Soulstriker,Bad Characters,Blue Eyes,Black Hair,Male Characters,2008
Tyro,Good Characters,Orange Eyes,No Hair,Male Characters,2008
Vincent Crane,Good Characters,Blue Eyes,Brown Hair,Male Characters,2008
Albrecht Kerfoot,Bad Characters,Black Eyes,Black Hair,Male Characters,2009
Conner Sims,Bad Characters,Brown Eyes,Brown Hair,Male Characters,2009
Hunter Stein,Bad Characters,Blue Eyes,Blond Hair,Male Characters,2009
Jenna Cole,Good Characters,Blue Eyes,White Hair,Female Characters,2009
John Adams,Good Characters,Brown Eyes,White Hair,Male Characters,2009
John Barnes,Good Characters,Brown Eyes,Brown Hair,Male Characters,2009
Rana Philips,Bad Characters,Yellow Eyeballs,Green Hair,Female Characters,2009
Ahmed Noor,Good Characters,Brown Eyes,Black Hair,Male Characters,2010
Annie,Good Characters,Brown Eyes,Black Hair,Female Characters,2010
Ben Huth,Good Characters,Blue Eyes,Blond Hair,Male Characters,2010
Casey Kinmont,Good Characters,Black Eyes,Black Hair,Female Characters,2010
Corregidora,Bad Characters,Brown Eyes,Black Hair,Female Characters,2010
Keemia Alvarado,Neutral Characters,Black Eyes,Black Hair,Female Characters,2010
Luz,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,2010
Mercedes Merced,Neutral Characters,Brown Eyes,Black Hair,Female Characters,2010
Mrs. Gwynn,Neutral Characters,Black Eyeballs,Pink Hair,Female Characters,2010
Oksana Sytsevich,Good Characters,Brown Eyes,Brown Hair,Female Characters,2010
Phanto,Bad Characters,Yellow Eyes,Red Hair,Male Characters,2010
Sigmund Fell,Bad Characters,Blue Eyes,Grey Hair,Male Characters,2010
Susan Morse,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,2010
Todd Keller,Neutral Characters,Green Eyes,Blond Hair,Male Characters,2010
Ul-Uhar,Neutral Characters,Black Eyes,No Hair,Male Characters,2010
Will Stern,Good Characters,Brown Eyes,Brown Hair,Male Characters,2010
Alter Ego,Bad Characters,Yellow Eyes,No Hair,Male Characters,2011
Angela,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,2011
Chain,Bad Characters,White Eyes,Black Hair,Male Characters,2011
Coulmier,Bad Characters,Blue Eyes,Black Hair,Male Characters,2011
Dieter Lehmann,Good Characters,Blue Eyes,Blond Hair,Male Characters,2011
Friendless,Bad Characters,Red Eyes,White Hair,Male Characters,2011
Gus Grim,Good Characters,Brown Eyes,Black Hair,Male Characters,2011
Hoss,Good Characters,Blue Eyes,Blond Hair,Male Characters,2011
Id,Bad Characters,White Eyes,Grey Hair,Male Characters,2011
Klobok,Bad Characters,Green Eyes,No Hair,Male Characters,2011
Kuurth,Bad Characters,Orange Eyes,No Hair,Male Characters,2011
Linda Lewis,Bad Characters,White Eyes,Blond Hair,Female Characters,2011
Macho Gomez,Bad Characters,Red Eyes,Black Hair,Male Characters,2011
Rococo,Bad Characters,Brown Eyes,Black Hair,Female Characters,2011
Time-Sink,Bad Characters,Grey Eyes,Black Hair,Male Characters,2011
Torran,Good Characters,Blue Eyes,Bald,Male Characters,2011
Azuma Gu014dda,Bad Characters,Green Eyes,Black Hair,Male Characters,2012
Darlene Wright,Neutral Characters,Green Eyes,Red Hair,Female Characters,2012
David Michael Gray,Bad Characters,Brown Eyes,Brown Hair,Male Characters,2012
Dennis Wells,Good Characters,Brown Eyes,Brown Hair,Male Characters,2012
Evangelist,Bad Characters,Black Eyes,White Hair,Male Characters,2012
Fongji Wu,Good Characters,Green Eyes,Red Hair,Female Characters,2012
Forrest Goldendawn,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,2012
